,Text-based search,Browsing + Categorisation,Context-specific suggestions,Components,Composites,Process composition,Data composition,Automatic UI generation,Webpage composition,Widget composition,Visual UI composition,Textual UI composition,Testing,Debugging,Code generation,Interpretation,Compilation,Spreadsheet,Dialog/form,WYSIWYG,PbD,Drag & drop,Sharing components,Textual DSL,Full language,Forum,Wiki,Public,Private,PbEM,Blackboard,Icon,Textual,Flow diagram component,Explicit control flow,Implicit control flow,Wires,Non-wire graphics,Visual DSL,Flow diagram,Form,Page flow,High,Average,Low,Layman,Domain expert,Technical expert,Advanced user,Consumer/Individual,Enterprise/Organisation,Plain list,Rate component,Composite num downloads,Generic,Context-specific,Domain-specific,Specialised,Mobile,Desktop,Web,Incompatibility prompts,Suggestions,Help,User goal/requirement mapping,VCS,Screencasts,API/component documentation,Tutorials,Discussion forums,Composite ratings,Examples,Level 1,Level 2,Level 3,Level 4,SOAP,REST,RSS,ATOM,Widget,Scraping/DOM,JSON,XML,WSDL,WADL,Triggers,Actions,Filters,Branches,Loops,Tool-level,Composition level,Full automation,Semi-automation,No automation,Service layer,Application layer,Presentation layer,Review composite,Sharing composites,Data flow present,Application,Plug-in,Platform,Webpage/webapp,Component repository,Composite repository,Ad hoc,Fixed,Centralised,Decentralised,Spreadsheet representation,WYSIWYG representation,Textual DSL representation,Full language representation,Explicit data flow,Implicit data flow,Visual DSL representation,Export,Mobile context,Desktop context,Web context,JSON message format,XML message format,Composite description,Composite name,Composite num uses,Composite age,Composite num SNS shares,Upload/Publish composite,Copy composite,Export composite,Rename composite,Save composite,Rate composite,Delete composite,Turn on/off composite,Acquire composite,Set/Edit composite parameters,Share composite on SNS,Edit composite,Execute composite,Activate component,Set/Edit component parameters,Use in composition,Tool documentation,Single composite I&Os,Multiple atomic I&Os,Component names,Assign tags to composite,Component type,Browse + filter/search,Browse list,Text entry,Other recommendations,Composite reviews,No specification,In-app execution,Blog,External help/FAQ,No link,Text editor,No abstraction,Create new app,Dummy test data,Control flow present,Composite Tags,Composite categories,Component requirements/prerequisites,Component input(s),Component output(s)/result(s),Component options,Component example usage,Component icons,Component descriptions,Composite properties,Composite creator,Component version,Composite copyright,Component related actions,Composite notes,Composite location,Component categories,Composite icon,Component num uses,Component age,Component num SNS shares,Component num downloads,Component reviews,Component ratings,Component copyright,Component creator,Component icon,Component notes,Component location,Component tags,Component description,Component name,Component num users,Component num ratings,Form element,SNS support,Composite num ratings,Composite version,View example usage,Import component,Composite num users,Review component,Selecting & customising UI,Extension APIs,UI composition,Low learning curve,Medium learning curve,High learning curve,Framework
Text entry,0.00793650793651,0,0,0.015873015873,0,0.015873015873,0.015873015873,0,0,0,0,0,0.015873015873,0.00793650793651,0,0.015873015873,0,0,0.0238095238095,0,0,0.00793650793651,0,0.00793650793651,0,0.00793650793651,0,0.00793650793651,0,0,0,0,0.00793650793651,0.015873015873,0.00793650793651,0.00793650793651,0.00793650793651,0,0.00793650793651,0.00793650793651,0.0238095238095,0,0,0,0.015873015873,0,0.00793650793651,0.015873015873,0.015873015873,0.015873015873,0,0.00793650793651,0,0,0,0.00793650793651,0,0.00793650793651,0,0.00793650793651,0.015873015873,0.00793650793651,0,0,0,0,0.00793650793651,0.00793650793651,0,0.00793650793651,0,0,0,0.00793650793651,0.015873015873,0,0,0.00793650793651,0.00793650793651,0.00793650793651,0,0,0,0,0,0,0,0.015873015873,0,0.00793650793651,0.00793650793651,0,0,0,0.00793650793651,0.00793650793651,0.00793650793651,0,0,0,0.00793650793651,0.031746031746,0,0.00793650793651,0,0.00793650793651,0.00793650793651,0,0.00793650793651,0.00793650793651,0.00793650793651,0.00793650793651,0,0,0,0,0.00793650793651,0.00793650793651,0,0.00793650793651,0,0.00793650793651,0.00793650793651,0,0.00793650793651,0,0.00793650793651,0,0,0,0,0,0.00793650793651,0.00793650793651,0.00793650793651,0,0.00793650793651,0,0,0,0,0.00793650793651,0.00793650793651,0.015873015873,0.015873015873,0.015873015873,0.00793650793651,0.00793650793651,0.00793650793651,0,0,0,0.00793650793651,0.015873015873,0.015873015873,0,0,0,0.015873015873,0,0.00793650793651,0.015873015873,0,0,0,0,0.031746031746,0,0,0,0.00793650793651,0.00793650793651,0.015873015873,0,0,0,0,0.00793650793651,0,0,0,0,0,0,0.00793650793651,0,0,0,0,0,0,0,0.00793650793651,0.00793650793651,0.00793650793651,0,0,0,0.015873015873,0,0,0.0238095238095,0,0,0.00793650793651,0,0.00793650793651,0,0,0,0,0,0,0,0,0
Other recommendations,0.00347222222222,0.0138888888889,0.00347222222222,0.0138888888889,0.00694444444444,0.00694444444444,0.0104166666667,0,0.00347222222222,0.00347222222222,0.00347222222222,0,0,0,0,0.0104166666667,0,0.00347222222222,0.0104166666667,0.00347222222222,0.00347222222222,0.00694444444444,0.00347222222222,0,0,0.00347222222222,0,0.0104166666667,0,0.0104166666667,0,0.0138888888889,0.0104166666667,0.0104166666667,0.0104166666667,0,0.00347222222222,0.00347222222222,0.00347222222222,0.00347222222222,0.0104166666667,0,0,0.0138888888889,0.00347222222222,0.0104166666667,0.0138888888889,0.0208333333333,0.0173611111111,0.0173611111111,0.0104166666667,0,0,0.00347222222222,0.0104166666667,0.00347222222222,0.00347222222222,0,0.00347222222222,0.00347222222222,0.0138888888889,0.00694444444444,0.0138888888889,0.0104166666667,0,0,0.00694444444444,0.00347222222222,0.0173611111111,0,0.00347222222222,0.0208333333333,0.00347222222222,0.00694444444444,0.00347222222222,0,0,0.00347222222222,0.00347222222222,0.00347222222222,0.00694444444444,0.00347222222222,0,0,0,0,0.00694444444444,0.0138888888889,0,0.00694444444444,0.00347222222222,0.00694444444444,0,0,0.0104166666667,0.00694444444444,0,0,0.00694444444444,0,0.00694444444444,0.00694444444444,0.00694444444444,0,0,0.00694444444444,0.0138888888889,0.00694444444444,0.00694444444444,0.00694444444444,0.0104166666667,0.00347222222222,0,0.0104166666667,0.00347222222222,0,0,0.00347222222222,0,0.00347222222222,0.00347222222222,0,0.00694444444444,0,0,0.00347222222222,0.00694444444444,0.00347222222222,0.00347222222222,0,0.00694444444444,0,0,0.00694444444444,0.00694444444444,0,0.00694444444444,0.00694444444444,0.00694444444444,0.00347222222222,0.00694444444444,0.00694444444444,0,0.0104166666667,0.0104166666667,0.0138888888889,0.0138888888889,0,0.00347222222222,0.00347222222222,0,0.00694444444444,0,0.0104166666667,0,0.0243055555556,0,0.0104166666667,0.00694444444444,0.0104166666667,0.00694444444444,0.0138888888889,0,0.00694444444444,0,0,0.0104166666667,0,0,0,0.00347222222222,0.00347222222222,0.00694444444444,0.00347222222222,0.00694444444444,0.00347222222222,0.00347222222222,0.00694444444444,0,0,0.00347222222222,0,0,0.00347222222222,0,0,0,0,0,0,0.00347222222222,0,0,0.0173611111111,0,0.00347222222222,0,0.0104166666667,0.0138888888889,0.00347222222222,0.00347222222222,0.00347222222222,0.00347222222222,0,0,0.00347222222222,0,0,0,0,0,0,0,0.00347222222222,0.00347222222222,0
Composite reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No specification,0.00273224043716,0.0122950819672,0.00136612021858,0.0150273224044,0.00819672131148,0.0122950819672,0.00819672131148,0,0.00136612021858,0,0.00136612021858,0,0.0068306010929,0.00409836065574,0.00273224043716,0.0136612021858,0,0,0.00819672131148,0,0,0.00546448087432,0.00273224043716,0,0.00136612021858,0.00546448087432,0.00136612021858,0.00956284153005,0,0.0109289617486,0,0.0177595628415,0.0136612021858,0.00409836065574,0.00956284153005,0.00273224043716,0.00273224043716,0.00409836065574,0.00136612021858,0.00273224043716,0.00819672131148,0,0,0.00819672131148,0.00273224043716,0.00273224043716,0.0122950819672,0.0136612021858,0.0136612021858,0.0150273224044,0.00273224043716,0.00273224043716,0,0.00546448087432,0.00136612021858,0.0068306010929,0.0068306010929,0.00136612021858,0.00546448087432,0.00273224043716,0.0122950819672,0.00409836065574,0.00819672131148,0.00956284153005,0,0,0.00546448087432,0.00546448087432,0.00819672131148,0.00409836065574,0.00273224043716,0.0109289617486,0,0.00409836065574,0.00546448087432,0.00136612021858,0,0.00409836065574,0.00409836065574,0.00409836065574,0.00136612021858,0,0.00136612021858,0,0,0,0.0068306010929,0.0150273224044,0.00136612021858,0.00546448087432,0.00273224043716,0.00819672131148,0.00136612021858,0,0.00956284153005,0.00409836065574,0,0,0.00136612021858,0,0.00819672131148,0.016393442623,0.00819672131148,0,0,0.0068306010929,0.0136612021858,0.00819672131148,0.0068306010929,0.0068306010929,0.00956284153005,0.00409836065574,0,0.00273224043716,0.00273224043716,0.00136612021858,0.00409836065574,0.00409836065574,0,0,0.00546448087432,0.00273224043716,0.00546448087432,0.00273224043716,0,0.00546448087432,0.0109289617486,0.00136612021858,0.00273224043716,0.00136612021858,0.0068306010929,0.00273224043716,0.00136612021858,0.00956284153005,0.0109289617486,0,0.00956284153005,0.00819672131148,0.0068306010929,0.0068306010929,0.0068306010929,0.0122950819672,0.00546448087432,0.0109289617486,0.0136612021858,0.0136612021858,0.0136612021858,0.00409836065574,0.00546448087432,0.00273224043716,0.00136612021858,0.00546448087432,0.00409836065574,0.0109289617486,0,0.00409836065574,0,0.0136612021858,0.0122950819672,0.00819672131148,0.0068306010929,0.00819672131148,0.00136612021858,0.00273224043716,0.00136612021858,0.00136612021858,0.0232240437158,0.00273224043716,0,0.00136612021858,0.00819672131148,0.00819672131148,0.0122950819672,0.00409836065574,0.0068306010929,0.00409836065574,0.00136612021858,0.0068306010929,0.00136612021858,0,0.00273224043716,0,0,0.00956284153005,0.00409836065574,0,0.00136612021858,0,0,0,0.00136612021858,0.00273224043716,0.00273224043716,0.0136612021858,0,0.00273224043716,0,0.00819672131148,0.0150273224044,0.00136612021858,0.00136612021858,0.0068306010929,0.00409836065574,0,0,0.00136612021858,0,0,0,0,0,0.00136612021858,0.00136612021858,0.00136612021858,0.00136612021858,0
In-app execution,0.00248447204969,0.00993788819876,0.00124223602484,0.0149068322981,0.00745341614907,0.0136645962733,0.00993788819876,0,0,0,0.00124223602484,0,0.00869565217391,0.00496894409938,0.00248447204969,0.0136645962733,0,0,0.00993788819876,0,0,0.00496894409938,0.00124223602484,0.00124223602484,0.00124223602484,0.00621118012422,0.00124223602484,0.00869565217391,0,0.00993788819876,0,0.016149068323,0.0136645962733,0.00621118012422,0.00993788819876,0.00372670807453,0.00372670807453,0.00372670807453,0.00248447204969,0.00372670807453,0.00993788819876,0,0,0.00745341614907,0.00496894409938,0.00124223602484,0.0111801242236,0.0136645962733,0.0136645962733,0.0149068322981,0.00248447204969,0.00372670807453,0,0.00496894409938,0,0.00745341614907,0.00621118012422,0.00248447204969,0.00496894409938,0.00372670807453,0.0111801242236,0.00496894409938,0.00496894409938,0.00745341614907,0,0,0.00621118012422,0.00621118012422,0.00621118012422,0.00496894409938,0.00248447204969,0.00993788819876,0,0.00496894409938,0.00745341614907,0.00124223602484,0,0.00372670807453,0.00372670807453,0.00372670807453,0,0,0.00124223602484,0,0,0,0.00621118012422,0.0149068322981,0.00124223602484,0.00621118012422,0.00372670807453,0.00745341614907,0.00124223602484,0,0.00993788819876,0.00372670807453,0.00124223602484,0,0,0,0.00869565217391,0.0198757763975,0.00745341614907,0.00124223602484,0,0.00621118012422,0.0124223602484,0.00745341614907,0.00745341614907,0.00621118012422,0.00869565217391,0.00496894409938,0,0,0.00248447204969,0.00124223602484,0.00496894409938,0.00496894409938,0,0.00124223602484,0.00496894409938,0.00372670807453,0.00496894409938,0.00248447204969,0.00124223602484,0.00496894409938,0.0111801242236,0.00124223602484,0.00248447204969,0.00124223602484,0.00621118012422,0.00248447204969,0.00248447204969,0.00993788819876,0.0111801242236,0,0.00993788819876,0.00745341614907,0.00621118012422,0.00621118012422,0.00621118012422,0.0124223602484,0.00621118012422,0.0111801242236,0.0136645962733,0.0136645962733,0.0124223602484,0.00496894409938,0.00621118012422,0.00248447204969,0.00124223602484,0.00496894409938,0.00496894409938,0.0111801242236,0.00248447204969,0.00248447204969,0,0.0111801242236,0.0136645962733,0.00745341614907,0.00745341614907,0.00745341614907,0.00124223602484,0.00124223602484,0.00124223602484,0.00124223602484,0.0260869565217,0.00248447204969,0,0.00124223602484,0.00869565217391,0.00869565217391,0.0136645962733,0.00372670807453,0.00621118012422,0.00372670807453,0.00124223602484,0.00745341614907,0.00124223602484,0,0.00248447204969,0,0,0.00869565217391,0.00496894409938,0,0.00124223602484,0,0,0,0,0.00248447204969,0.00372670807453,0.0136645962733,0.00124223602484,0.00124223602484,0,0.00621118012422,0.0149068322981,0,0,0.00993788819876,0.00372670807453,0,0.00124223602484,0.00124223602484,0.00124223602484,0,0,0,0,0.00124223602484,0.00124223602484,0.00124223602484,0,0
Blog,0.00355871886121,0.0124555160142,0.00355871886121,0.0142348754448,0.0106761565836,0.0106761565836,0.00889679715302,0,0,0.00355871886121,0.0017793594306,0,0.00355871886121,0.00355871886121,0.0017793594306,0.0106761565836,0,0,0.00889679715302,0.0017793594306,0,0.00355871886121,0,0.0017793594306,0.0017793594306,0.00533807829181,0,0.0106761565836,0,0.0124555160142,0,0.0160142348754,0.0124555160142,0.00711743772242,0.0106761565836,0.0017793594306,0.00533807829181,0.00355871886121,0.00355871886121,0.00355871886121,0.00711743772242,0,0,0.00889679715302,0,0.0017793594306,0.0106761565836,0.0106761565836,0.0124555160142,0.0160142348754,0.00533807829181,0,0,0.00711743772242,0.0017793594306,0.00533807829181,0.00711743772242,0.0017793594306,0.00533807829181,0.0017793594306,0.0124555160142,0.00533807829181,0.00711743772242,0.0106761565836,0,0,0.00711743772242,0.00711743772242,0.0106761565836,0.00533807829181,0.00533807829181,0.0142348754448,0.0017793594306,0.00533807829181,0.00355871886121,0,0.0017793594306,0.00533807829181,0.00533807829181,0.00533807829181,0.0017793594306,0,0.0017793594306,0,0,0,0.00889679715302,0.0124555160142,0.0017793594306,0.00711743772242,0.00533807829181,0.00711743772242,0,0,0.00889679715302,0.00355871886121,0,0,0.0017793594306,0,0.0106761565836,0.0160142348754,0.00711743772242,0,0,0.00711743772242,0.0124555160142,0.0106761565836,0.00533807829181,0.00711743772242,0.0106761565836,0.0017793594306,0,0.0017793594306,0.00355871886121,0.0017793594306,0.00533807829181,0.00355871886121,0,0.0017793594306,0.00533807829181,0,0.00533807829181,0.00355871886121,0,0.00711743772242,0.00889679715302,0.0017793594306,0.00355871886121,0.0017793594306,0.00889679715302,0.00355871886121,0,0.00889679715302,0.0106761565836,0.0017793594306,0.0106761565836,0.00889679715302,0.00889679715302,0.00711743772242,0.00889679715302,0.0124555160142,0.00355871886121,0.0106761565836,0.0106761565836,0.0124555160142,0.0106761565836,0.00355871886121,0.00533807829181,0.00355871886121,0.00355871886121,0.00711743772242,0,0.0106761565836,0,0.00533807829181,0,0.0106761565836,0.0106761565836,0.0142348754448,0.00711743772242,0.00355871886121,0.0017793594306,0.00355871886121,0,0.0017793594306,0.0195729537367,0.00533807829181,0,0,0.00711743772242,0.00711743772242,0.00889679715302,0.00533807829181,0.00889679715302,0.00355871886121,0.0017793594306,0.00889679715302,0,0,0.0017793594306,0,0,0.00711743772242,0.0017793594306,0,0.0017793594306,0,0,0,0,0,0.0017793594306,0.0142348754448,0,0,0,0.00711743772242,0.0142348754448,0,0,0.00533807829181,0.00533807829181,0,0,0.0017793594306,0,0,0,0.0017793594306,0.0017793594306,0,0.0017793594306,0.00355871886121,0,0
External help/FAQ,0.00424628450106,0.0106157112527,0,0.0148619957537,0.00636942675159,0.0127388535032,0.00636942675159,0,0,0.00212314225053,0.00424628450106,0,0.00636942675159,0.00424628450106,0.00424628450106,0.0127388535032,0,0,0.00849256900212,0.00212314225053,0,0.00636942675159,0.00212314225053,0.00212314225053,0.00212314225053,0.00849256900212,0.00212314225053,0.00636942675159,0,0.0106157112527,0,0.0148619957537,0.0127388535032,0.0148619957537,0.0127388535032,0.00212314225053,0.00636942675159,0,0.00636942675159,0.00636942675159,0.00849256900212,0,0,0.00636942675159,0.00424628450106,0,0.0106157112527,0.0127388535032,0.0148619957537,0.0148619957537,0.00212314225053,0.00212314225053,0,0.00636942675159,0.00212314225053,0.00636942675159,0.00424628450106,0.00212314225053,0.00849256900212,0.00636942675159,0.00212314225053,0.00636942675159,0.00424628450106,0.00636942675159,0,0,0.00849256900212,0.00636942675159,0.00849256900212,0.00636942675159,0.00212314225053,0.0106157112527,0.00212314225053,0.00424628450106,0.00424628450106,0.00212314225053,0,0,0,0,0,0,0,0,0,0,0.00636942675159,0.0127388535032,0,0.0106157112527,0.00636942675159,0.00636942675159,0.00212314225053,0,0.0106157112527,0.00424628450106,0,0,0.00212314225053,0,0.00636942675159,0.0127388535032,0.0127388535032,0.00212314225053,0,0.00212314225053,0.0148619957537,0.00636942675159,0.0127388535032,0.00212314225053,0.00636942675159,0.00849256900212,0,0.00212314225053,0.00212314225053,0.00212314225053,0.00636942675159,0,0,0.00212314225053,0.00849256900212,0.00424628450106,0,0.00212314225053,0,0.00212314225053,0.0127388535032,0,0.00212314225053,0.00212314225053,0.00636942675159,0,0.00212314225053,0.0106157112527,0.0106157112527,0,0.0106157112527,0.00849256900212,0.00636942675159,0.00424628450106,0.00636942675159,0.0127388535032,0.00424628450106,0.0106157112527,0.0127388535032,0.0148619957537,0.0169851380042,0.00424628450106,0.00636942675159,0.00424628450106,0.00212314225053,0.00424628450106,0.00636942675159,0.0106157112527,0.00212314225053,0.00424628450106,0,0.0106157112527,0.0127388535032,0.00849256900212,0.0148619957537,0.00849256900212,0.00212314225053,0.00424628450106,0.00212314225053,0,0.0233545647558,0.00212314225053,0,0,0.00636942675159,0.00636942675159,0.0148619957537,0.00212314225053,0.00636942675159,0.00212314225053,0,0.00849256900212,0,0,0,0,0,0.00849256900212,0.00849256900212,0,0,0,0,0,0,0.00212314225053,0.00424628450106,0.0191082802548,0.00212314225053,0.00212314225053,0,0.00636942675159,0.0169851380042,0,0,0.00636942675159,0,0,0.00212314225053,0,0,0,0,0,0,0.00212314225053,0,0,0,0
No link,0.00406504065041,0.0121951219512,0,0.0162601626016,0.00406504065041,0.0121951219512,0.00406504065041,0,0.00406504065041,0,0.00406504065041,0,0.00813008130081,0,0.00406504065041,0.0162601626016,0,0,0.020325203252,0,0,0.00406504065041,0.00813008130081,0,0,0.00813008130081,0.00406504065041,0.0121951219512,0,0.00406504065041,0,0.0162601626016,0.0121951219512,0,0.00813008130081,0.00406504065041,0,0,0,0,0.020325203252,0,0,0.00813008130081,0.00406504065041,0.00406504065041,0.0162601626016,0.0162601626016,0.0162601626016,0.0162601626016,0,0.00813008130081,0,0.00406504065041,0.00406504065041,0.0121951219512,0,0,0.00813008130081,0,0.0162601626016,0,0.0121951219512,0.00813008130081,0,0,0.00813008130081,0.00406504065041,0.0121951219512,0.00406504065041,0.00406504065041,0.00406504065041,0,0.00813008130081,0.00813008130081,0,0,0.00813008130081,0.00813008130081,0.00813008130081,0.00406504065041,0,0,0,0,0,0.00406504065041,0.0162601626016,0,0.00406504065041,0,0.00813008130081,0,0,0.00813008130081,0.00813008130081,0.00406504065041,0,0.00406504065041,0,0.00813008130081,0.00813008130081,0.00813008130081,0,0,0.00813008130081,0.0121951219512,0.00406504065041,0.00813008130081,0.00813008130081,0.0121951219512,0.00406504065041,0,0.00813008130081,0,0,0,0.00406504065041,0,0.00406504065041,0.00813008130081,0,0.00813008130081,0,0.00406504065041,0,0.00813008130081,0,0,0,0.00406504065041,0,0.00813008130081,0.00813008130081,0.00813008130081,0,0.00813008130081,0.00813008130081,0.00406504065041,0,0.00406504065041,0.00813008130081,0.00406504065041,0.0162601626016,0.0162601626016,0.0162601626016,0.0162601626016,0,0,0.00406504065041,0,0.00406504065041,0.00406504065041,0.0121951219512,0.00406504065041,0.00813008130081,0,0.0121951219512,0.0121951219512,0.00406504065041,0.00813008130081,0.0325203252033,0,0.00406504065041,0.00406504065041,0,0.020325203252,0,0,0,0,0,0.0121951219512,0,0.00406504065041,0.00406504065041,0,0.00406504065041,0,0,0,0,0,0.00406504065041,0,0,0,0,0,0,0.00406504065041,0,0,0.0121951219512,0,0.00406504065041,0,0.00813008130081,0.0162601626016,0.00406504065041,0.00406504065041,0.0121951219512,0,0,0,0,0.00406504065041,0,0,0,0,0.00406504065041,0,0,0.00406504065041,0
Text editor,0.0120481927711,0,0,0.0120481927711,0.0120481927711,0.0120481927711,0.0120481927711,0,0,0,0,0,0,0,0.0120481927711,0.0120481927711,0,0,0,0,0,0,0,0,0.0120481927711,0.0120481927711,0,0.0120481927711,0,0.0120481927711,0,0.0120481927711,0.0240963855422,0,0.0120481927711,0,0,0,0,0,0,0,0,0,0,0,0,0.0120481927711,0.0120481927711,0.0120481927711,0,0,0,0.0120481927711,0,0,0.0120481927711,0,0.0120481927711,0,0.0120481927711,0.0120481927711,0.0120481927711,0.0120481927711,0,0,0,0.0120481927711,0.0120481927711,0.0120481927711,0,0.0120481927711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120481927711,0.0120481927711,0,0.0120481927711,0.0120481927711,0,0,0,0,0.0120481927711,0,0,0,0,0.0120481927711,0.0240963855422,0.0120481927711,0,0,0.0120481927711,0.0120481927711,0.0120481927711,0,0.0120481927711,0.0120481927711,0,0,0,0,0.0120481927711,0.0120481927711,0,0,0,0.0120481927711,0,0,0.0120481927711,0,0.0120481927711,0.0120481927711,0,0,0.0120481927711,0.0120481927711,0,0,0.0120481927711,0.0120481927711,0,0.0120481927711,0.0120481927711,0.0120481927711,0.0120481927711,0.0120481927711,0.0120481927711,0,0.0120481927711,0.0120481927711,0.0120481927711,0.0120481927711,0.0120481927711,0.0120481927711,0,0,0,0,0.0120481927711,0,0,0,0.0120481927711,0.0120481927711,0.0120481927711,0.0120481927711,0,0.0120481927711,0.0120481927711,0,0,0.0240963855422,0,0,0,0.0120481927711,0.0120481927711,0.0120481927711,0.0120481927711,0.0120481927711,0,0,0.0120481927711,0,0,0,0,0,0.0120481927711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120481927711,0.0120481927711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No abstraction,0.0111111111111,0.0111111111111,0,0.0166666666667,0.00555555555556,0.00555555555556,0.00555555555556,0,0.00555555555556,0.00555555555556,0.00555555555556,0,0,0,0.00555555555556,0.0111111111111,0,0,0.00555555555556,0.00555555555556,0,0.0111111111111,0.00555555555556,0,0.00555555555556,0.00555555555556,0,0.0111111111111,0,0.0111111111111,0,0.00555555555556,0.0111111111111,0.0166666666667,0.0111111111111,0,0.00555555555556,0,0.00555555555556,0.00555555555556,0.00555555555556,0,0,0,0,0.00555555555556,0.0111111111111,0.0111111111111,0.0166666666667,0.0166666666667,0.00555555555556,0,0,0.00555555555556,0.0111111111111,0,0.00555555555556,0,0.00555555555556,0.00555555555556,0.0166666666667,0.00555555555556,0.0166666666667,0.0166666666667,0,0,0.00555555555556,0.00555555555556,0.0166666666667,0.00555555555556,0,0.0111111111111,0.00555555555556,0,0,0,0,0.00555555555556,0.00555555555556,0.00555555555556,0.00555555555556,0,0,0,0,0,0.00555555555556,0.0111111111111,0,0.0111111111111,0.0111111111111,0,0,0,0,0.0166666666667,0,0,0.0111111111111,0,0.00555555555556,0.0111111111111,0.0111111111111,0,0,0.0111111111111,0.0166666666667,0.00555555555556,0.00555555555556,0.0111111111111,0.0111111111111,0.00555555555556,0,0.0166666666667,0,0.00555555555556,0.00555555555556,0,0,0.00555555555556,0.00555555555556,0,0.00555555555556,0.00555555555556,0,0.00555555555556,0.00555555555556,0,0,0.00555555555556,0.00555555555556,0,0,0.00555555555556,0.00555555555556,0,0.00555555555556,0.00555555555556,0.00555555555556,0.00555555555556,0.00555555555556,0.00555555555556,0,0.0111111111111,0.0111111111111,0.0166666666667,0.0166666666667,0.00555555555556,0.00555555555556,0,0,0,0,0.0166666666667,0,0.0111111111111,0,0.0111111111111,0.00555555555556,0.0111111111111,0.0111111111111,0.0111111111111,0.00555555555556,0.0166666666667,0,0,0.0111111111111,0,0,0,0.00555555555556,0.00555555555556,0.00555555555556,0.00555555555556,0.00555555555556,0,0,0.00555555555556,0,0,0,0,0,0.00555555555556,0,0,0,0,0,0,0.00555555555556,0,0,0.00555555555556,0,0.00555555555556,0,0.0111111111111,0.0166666666667,0.00555555555556,0.00555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00555555555556,0
Create new app,0,0.0151515151515,0,0.0151515151515,0,0.0151515151515,0,0,0,0,0.0151515151515,0,0.0151515151515,0,0.0151515151515,0.0151515151515,0,0,0.0151515151515,0,0,0,0.0151515151515,0,0,0.0151515151515,0.0151515151515,0,0,0,0,0.030303030303,0.0151515151515,0,0.0151515151515,0,0,0,0,0,0.0151515151515,0,0,0.0151515151515,0,0,0.0151515151515,0.0151515151515,0.0151515151515,0.0151515151515,0,0.0151515151515,0,0,0,0.0151515151515,0,0,0.0151515151515,0,0,0,0,0.0151515151515,0,0,0.0151515151515,0.0151515151515,0.0151515151515,0.0151515151515,0,0,0,0,0.0151515151515,0,0,0,0,0,0,0,0,0,0,0,0,0.0151515151515,0,0,0,0.0151515151515,0,0,0.0151515151515,0,0,0,0,0,0,0,0.0151515151515,0,0,0,0.0151515151515,0,0.0151515151515,0,0,0.0151515151515,0,0,0,0,0,0,0,0,0.0151515151515,0,0,0,0,0,0.0151515151515,0,0,0,0,0,0.0151515151515,0.0151515151515,0.0151515151515,0,0.0151515151515,0.0151515151515,0,0,0,0.0151515151515,0.0151515151515,0.0151515151515,0.0151515151515,0.0151515151515,0.030303030303,0,0,0,0,0,0.0151515151515,0,0,0,0,0.0151515151515,0.0151515151515,0,0.0151515151515,0.030303030303,0,0,0.0151515151515,0,0.030303030303,0,0,0,0,0,0.0151515151515,0,0,0,0,0,0,0,0,0,0,0.0151515151515,0,0,0,0,0,0,0,0,0,0.0151515151515,0,0,0,0,0.0151515151515,0,0,0.0151515151515,0,0,0,0,0,0,0,0,0,0.0151515151515,0,0,0,0
Dummy test data,0,0.0125,0,0.025,0.0125,0.0125,0.0125,0,0,0,0,0,0.0125,0,0,0.0125,0,0,0.0125,0,0,0,0,0,0,0,0,0.0125,0,0.0125,0,0.025,0.0125,0,0.0125,0,0,0.0125,0,0,0.0125,0,0,0.0125,0,0,0.0125,0.0125,0.0125,0.0125,0.0125,0,0,0,0,0.0125,0.0125,0.0125,0,0,0.025,0,0.0125,0.0125,0,0,0.0125,0,0,0,0,0.0125,0,0,0.0125,0,0,0.0125,0,0,0,0,0.0125,0,0,0,0.0125,0.0125,0,0,0,0.0125,0,0,0.0125,0,0,0,0,0,0.0125,0.025,0,0,0,0.0125,0.0125,0.0125,0,0.0125,0.0125,0,0,0,0,0,0,0.0125,0,0,0,0,0.0125,0.0125,0,0.0125,0,0,0,0,0,0.0125,0,0.0125,0.0125,0,0.0125,0.0125,0,0,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0,0.0125,0,0,0.0125,0,0.025,0,0,0,0.0125,0.0125,0.0125,0,0,0,0,0,0.0125,0.025,0,0,0,0.0125,0.0125,0.0125,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0.0125,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0
